名称,总价（万）,均价,成交日期,位置
金沙鹭岛二期 3室2厅 131.3平米,335,25515元,2018-01-31,青羊
中海龙湾半岛 3室2厅 141.62平米,335,23655元,2017-11-10,武侯
成都ICC 2室2厅 117.68平米,335,28468元,2017-12-30,锦江
香颂岛 5室2厅 290.25平米,335,11542元,2017-09-01,温江
南城都汇四期 4室2厅 144.07平米,335,23253元,2017-10-29,高新区
中环岛 3室2厅 142平米,335,23592元,2017-07-25,高新区
顺通河滨公寓 5室3厅 320.13平米,335,10465元,2017-12-15,成华
誉峰 5室2厅 222平米,335,15090元,2015-12-30,高新区
中海名城 2室2厅 145.92平米,335,22958元,2018-01-24,高新区
桐梓林欧城 5室2厅 191.84平米,335,17463元,2017-03-10,武侯
保利花园 4室2厅 113.67平米,334,29384元,2017-07-08,武侯
德馨苑 4室2厅 152.11平米,334,21958元,2018-01-14,锦江
南郡7英里 5室2厅 327.08平米,333,10178元,2016-03-27,高新区
翡翠城二期 4室3厅 218.91平米,333,15212元,2016-10-22,锦江
中海九号公馆 4室2厅 190平米,333,17546元,2016-06-27,高新区
金沙鹭岛 5室2厅 286平米,333,11646元,2016-06-30,青羊
世纪欣园 4室2厅 179.46平米,333,18556元,2017-11-20,高新区
绿地锦天府 4室2厅 205平米,333,16244元,2016-09-14,锦江
香槟花园 4室2厅 166.03平米,333,20057元,2017-10-17,青羊
翡翠城三期 3室2厅 119.72平米,333,27815元,2018-01-22,锦江
天府欣苑 4室2厅 189.59平米,333,17564元,2016-06-30,高新区
天府世家 3室2厅 136.97平米,333,24275元,2016-05-08,高新区
置信丽都花园C区 6室3厅 363.18平米,333,9169元,2015-06-04,武侯
万科五龙山 5室3厅 326.42平米,333,10202元,2017-03-30,新都
成都ICC 2室2厅 117平米,333,28462元,2018-01-17,锦江
绿地锦天府 3室2厅 268.69平米,333,12393元,2015-12-12,锦江
时代尊邸 4室2厅 213.44平米,332,15555元,2015-11-03,锦江
中海国际林汀别墅 5室2厅 251平米,332,13227元,2016-04-13,高新西区
神仙树大院三期 5室2厅 225.19平米,332,14743元,2016-06-06,高新区
万科魅力之城三期 3室2厅 185.72平米,332,17877元,2017-10-23,成华
翡翠城五期 4室2厅 163.63平米,332,20290元,2015-09-16,锦江
信和御龙山 3室2厅 127.3平米,332,26081元,2018-01-08,成华
凯莱帝景 5室3厅 307.84平米,332,10785元,2017-07-25,武侯
神仙树大院 4室2厅 155.5平米,332,21351元,2017-09-07,高新区
金沙鹭岛 3室2厅 139.24平米,331,23758元,2017-10-08,青羊
世茂玉锦湾 5室2厅 260.1平米,331,12726元,2016-08-01,成华
滨河湾 4室2厅 226平米,330,14602元,2015-07-04,锦江
滨河湾 4室2厅 223.75平米,330,14749元,2015-08-07,锦江
南苑小区 4室2厅 202平米,330,16336元,2016-04-12,高新区
翡翠城四期 6室2厅 216平米,330,15278元,2015-11-27,锦江
中粮祥云国际生活区一期 4室2厅 246平米,330,13393元,2016-09-27,武侯
锦官丽城亲水湾 4室2厅 269平米,330,12268元,2017-02-25,天府新区
南湖国际社区 5室4厅 442.81平米,330,7452元,2016-08-06,天府新区
华侨城东岸 5室2厅 250.05平米,330,13198元,2017-03-08,金牛
时代尊邸 3室1厅 218平米,330,15137元,2016-01-01,锦江
中海金沙府 4室2厅 174.33平米,330,18930元,2016-11-08,青羊
天府世家 4室2厅 203平米,330,16256元,2016-05-01,高新区
天韵金沙 4室2厅 141.82平米,330,23269元,2016-10-22,青羊
晶融汇 2室1厅 89.96平米,330,36683元,2017-07-08,锦江
时代尊邸 3室1厅 217.84平米,330,15149元,2016-01-19,锦江
天合凯旋城 4室2厅 200.33平米,330,16473元,2017-06-19,青羊
中华园 4室3厅 178平米,330,18540元,2017-08-08,武侯
天府世家 3室2厅 112.99平米,330,29207元,2017-11-04,高新区
华润凤凰城二期 5室2厅 153平米,330,21569元,2017-06-17,高新区
粼江峰阁 3室2厅 138.86平米,330,23765元,2017-09-26,锦江
东山传世家宝 4室2厅 251平米,330,13148元,2018-01-04,龙泉
万科金域蓝湾 4室2厅 151平米,330,21855元,2017-03-13,成华
世纪城天鹅湖 3室2厅 198.71平米,330,16608元,2017-12-26,高新区
置信丽都玉园领邸 5室2厅 202.88平米,330,16266元,2017-12-16,青羊
成都花园 3室2厅 144.06平米,330,22908元,2018-02-10,青羊
誉峰 4室2厅 185.11平米,330,17827元,2016-06-04,高新区
誉峰 4室2厅 181.49平米,330,18183元,2016-05-31,高新区
天府欣苑 4室2厅 189平米,330,17460元,2015-06-14,高新区
天合凯旋城 3室2厅 144.34平米,330,22863元,2017-11-09,青羊
保利蝴蝶谷西区 4室2厅 368.25平米,330,8956元,2017-08-10,新都
翡翠城 4室2厅 176平米,330,18750元,2015-09-23,锦江
绿地锦天府 3室2厅 185平米,330,17838元,2016-12-30,锦江
中海城南一号 5室2厅 185平米,330,17837元,2016-04-01,高新区
西派国际 3室2厅 140.05平米,330,23564元,2017-03-24,高新区
粼江峰阁 3室2厅 144.5平米,330,22838元,2017-10-18,锦江
保利翡翠谷 4室2厅 368平米,330,8968元,2017-09-17,新都
成都花园 4室2厅 143.41平米,330,23011元,2017-12-23,青羊
交大归谷国际住区 3室2厅 140.2平米,330,23538元,2018-01-02,武侯
万科魅力之城二期 3室2厅 149.47平米,330,22079元,2017-11-30,成华
彩叠园1B期 4室2厅 216.67平米,330,15231元,2017-10-23,温江
华侨城天鹅堡 4室2厅 166平米,330,19880元,2017-10-19,金牛
交大归谷国际住区 3室1厅 139.19平米,330,23709元,2017-12-05,武侯
花间集 3室2厅 138.73平米,330,23788元,2017-12-29,武侯
卓锦城二期 4室2厅 307.78平米,330,10722元,2016-10-16,锦江
中海城南一号 4室2厅 195.72平米,330,16861元,2015-12-21,高新区
蜀郡 4室2厅 186.03平米,330,17740元,2017-05-06,天府新区
时代尊邸 3室2厅 172平米,330,19186元,2016-04-01,锦江
新里派克公馆 4室2厅 397.41平米,330,8304元,2017-09-23,郫都区
天府世家 3室2厅 113平米,330,29204元,2017-09-25,高新区
中海九号公馆 4室2厅 190平米,330,17368元,2016-08-08,高新区
蜀郡 4室2厅 186.03平米,330,17740元,2017-05-06,天府新区
康郡 4室2厅 192.91平米,330,17106元,2016-06-20,锦江
仁和春天国际花园 4室2厅 178.42平米,330,18496元,2017-01-09,高新区
中海城南一号 4室2厅 158.89平米,330,20769元,2016-06-13,高新区
澳龙名城 3室2厅 144.78平米,330,22794元,2017-09-07,锦江
置信丽都花园丽府 4室2厅 176平米,329,18694元,2017-04-09,武侯
翡翠城五期 5室2厅 176平米,329,18693元,2015-09-13,锦江
天府欣苑 4室2厅 189平米,328,17354元,2016-02-01,高新区
天悦府 4室2厅 172.89平米,328,18972元,2016-08-24,高新区
新界四期 4室2厅 235平米,328,13957元,2016-09-01,武侯
万科金域蓝湾 4室2厅 171平米,328,19181元,2015-12-11,成华
仁恒滨河湾 2室2厅 93.41平米,328,35115元,2017-11-21,锦江
南苑小区 4室2厅 203.01平米,328,16157元,2016-03-11,高新区
南苑小区 4室2厅 203平米,328,16158元,2015-09-10,高新区
南城都汇三A期 3室2厅 143.49平米,328,22859元,2018-01-29,高新区
中华园二期 3室2厅 165.34平米,328,19838元,2018-01-06,武侯
时代豪庭 2室2厅 112.81平米,328,29076元,2017-10-29,锦江
金地贝福里花园 4室2厅 184.12平米,328,17815元,2017-10-30,武侯
中海城南华府 3室2厅 135.5平米,328,24207元,2016-10-24,高新区
远大林语城 5室2厅 191平米,328,17173元,2018-01-19,双流
翡翠城二期 4室2厅 228平米,328,14386元,2015-08-15,锦江
蓝光公馆1881 4室2厅 216平米,328,15185元,2016-08-13,高新区
国嘉华庭 4室2厅 264平米,328,12425元,2017-05-06,青羊
仁和春天国际花园 3室2厅 156平米,327,20998元,2016-09-26,高新区
仁恒滨河湾 3室2厅 226平米,327,14469元,2015-07-14,锦江
中海城南一号 3室2厅 194平米,327,16855元,2016-03-01,高新区
水韵尚城 5室2厅 317.55平米,327,10298元,2017-12-22,温江
香瑞湖 4室1厅 251.65平米,326,12955元,2017-07-26,温江
圣安卓花园 5室2厅 295平米,326,11062元,2016-09-30,高新区
龙湖世纪峰景 3室2厅 141.1平米,326,23105元,2017-07-07,高新区
万科魅力之城三期 4室2厅 183平米,326,17815元,2017-06-03,成华
光华美邻 3室2厅 136.02平米,326,23968元,2017-11-22,青羊
长城半岛城邦三期 4室2厅 145.81平米,326,22358元,2017-03-12,高新区
华置西锦城 4室2厅 168平米,326,19405元,2018-01-25,金牛
成都雅居乐花园别墅 7室2厅 354.41平米,326,9199元,2017-11-22,天府新区
东苑小区C 4室2厅 154.35平米,326,21121元,2017-11-29,高新区
南延新苑 4室2厅 171平米,326,19065元,2017-09-06,高新区
碧华邻 3室0厅 208平米,325,15625元,2015-08-27,青羊
翡翠城四期 4室2厅 187.88平米,325,17298元,2016-09-08,锦江
誉峰一期 4室2厅 183平米,325,17760元,2015-08-23,高新区
锦城世家 4室2厅 245平米,325,13265元,2016-01-01,金牛
利通出水芙蓉 5室2厅 302平米,325,10761元,2016-02-01,天府新区
金沙西园四期 4室2厅 145.43平米,325,22348元,2017-07-03,青羊
翡翠城五期 4室2厅 77.24平米,325,42077元,2017-04-10,锦江
复地雍湖湾 3室2厅 123.84平米,325,26244元,2017-11-20,高新区
金府花园 3室2厅 164.4平米,325,19769元,2017-11-22,锦江
金沙西园四期 4室2厅 145.43平米,325,22348元,2017-07-29,青羊
桂溪苑 3室2厅 119平米,325,27311元,2017-12-15,高新区
凯德风尚 3室2厅 146.24平米,325,22224元,2017-05-18,青羊
华置都汇华庭 2室1厅 88.41平米,325,36761元,2017-11-01,锦江
仁恒滨河湾 4室2厅 226.82平米,325,14329元,2016-01-10,锦江
上海花园 3室2厅 146.64平米,325,22164元,2017-06-13,高新区
银泰花园 4室2厅 277.8平米,325,11700元,2017-12-25,双流
新鸿基悦城 5室2厅 289.63平米,325,11222元,2017-03-15,天府新区
锦都 3室2厅 118.41平米,325,27448元,2017-09-06,青羊
华润凤凰城三期 4室2厅 183平米,325,17754元,2016-06-30,高新区
银泰泰悦湾 4室2厅 153.09平米,325,21230元,2017-03-13,高新区
锦城世家 4室2厅 245.3平米,325,13249元,2016-01-16,金牛
南苑小区 4室2厅 203平米,325,16010元,2015-05-23,高新区
万科城市花园 3室2厅 135.2平米,324,23950元,2017-07-10,锦江
香颂岛 5室2厅 290.25平米,324,11159元,2016-11-16,温江
四海逸家华府 4室2厅 96.58平米,324,33546元,2017-04-10,锦江
中洲中央城邦 3室2厅 103.22平米,324,31390元,2017-12-07,锦江
南苑小区 4室2厅 203平米,324,15941元,2015-09-29,高新区
天府世家 3室2厅 139.94平米,324,23153元,2016-09-04,高新区
天府世家 3室2厅 140.55平米,324,23052元,2016-09-21,高新区
万科魅力之城四期 3室2厅 144.26平米,323,22363元,2017-10-18,成华
四海逸家华府 4室2厅 88平米,323,36705元,2017-10-24,锦江
天府世家 3室2厅 113.48平米,323,28464元,2017-08-22,高新区
时代尊城 3室2厅 131.68平米,323,24530元,2018-01-31,青羊
康河郦景三期 3室2厅 156.66平米,323,20618元,2017-11-25,武侯
神仙树大院二期 4室2厅 168.84平米,323,19131元,2016-11-06,高新区
中海城南一号 4室2厅 195平米,323,16564元,2015-06-03,高新区
誉峰 4室2厅 183平米,322,17594元,2016-03-14,高新区
都会风尚 3室1厅 116.85平米,322,27557元,2018-01-14,锦江
绿地锦天府 4室2厅 205平米,322,15721元,2016-04-17,锦江
中海金沙府 3室2厅 157.67平米,321,20359元,2016-11-26,青羊
万科魅力之城二期 3室2厅 152.5平米,321,21050元,2017-12-02,成华
西派国际 2室1厅 89平米,321,36068元,2018-01-20,高新区
保利百合花园 4室1厅 100.34平米,321,31992元,2017-09-22,高新区
天合凯旋城 3室1厅 123.42平米,321,26009元,2018-01-18,青羊
翡翠城二期 4室2厅 163平米,321,19693元,2015-08-23,锦江
仁和春天大道 4室3厅 322.03平米,320,9937元,2015-11-02,温江
时代尊邸 3室2厅 216平米,320,14815元,2015-11-30,锦江
中粮祥云国际生活区一期 4室2厅 213平米,320,15023元,2016-08-06,武侯
翠拥天地 4室3厅 285.5平米,320,11208元,2015-08-23,天府新区
时代豪庭 3室2厅 154平米,320,20780元,2017-07-10,锦江
蓝光公馆1881 3室2厅 198.34平米,320,16134元,2016-10-13,高新区
保利康桥 3室2厅 123平米,320,26017元,2017-06-09,成华
中海城南一号 4室2厅 194平米,320,16494元,2016-01-01,高新区
锦城世家 4室2厅 245.21平米,320,13050元,2015-12-12,金牛
时代豪庭 3室2厅 172.25平米,320,18578元,2016-07-29,锦江
春天花园 3室2厅 345.89平米,320,9251元,2016-05-14,青羊
世纪锦苑 3室2厅 175.1平米,320,18276元,2017-04-02,武侯
世纪城天鹅湖 3室2厅 336.83平米,320,9501元,2017-04-10,高新区
仁和春天国际花园 4室2厅 170.38平米,320,18782元,2016-10-09,高新区
东苑小区C 3室2厅 141平米,320,22696元,2018-01-06,高新区
复地雍湖湾 3室2厅 123.84平米,320,25840元,2017-08-24,高新区
蜀风花园城 3室2厅 137.8平米,320,23223元,2017-11-20,青羊
粼江峰阁 4室2厅 170平米,320,18824元,2017-04-20,锦江
中海兰庭 4室2厅 148.05平米,320,21615元,2017-10-21,高新区
仁和春天国际花园 3室2厅 144.12平米,320,22204元,2017-07-15,高新区
世纪城天鹅湖 3室2厅 203.73平米,320,15708元,2017-10-27,高新区
翡翠城二期 3室2厅 106.67平米,320,30000元,2017-04-30,锦江
建发中央鹭洲 4室1厅 122.64平米,320,26093元,2017-09-30,高新区
天府花园二期 6室2厅 297.78平米,320,10746元,2016-12-30,武侯
蜀风花园城 3室2厅 172.03平米,320,18602元,2017-04-28,青羊
时代晶科名苑 4室2厅 176.87平米,320,18093元,2017-04-29,高新区
海珀香庭 3室2厅 177平米,320,18080元,2017-10-24,武侯
珠江御景湾 4室2厅 163平米,320,19632元,2018-01-01,温江
翠微清波 3室2厅 120.82平米,320,26486元,2017-10-08,青羊
锦官新城西区 3室2厅 171平米,320,18714元,2017-12-16,武侯
中海城南一号 4室2厅 193.9平米,320,16503元,2016-01-22,高新区
中海龙湾半岛 4室2厅 168.05平米,320,19042元,2017-03-19,武侯
华府西苑 3室2厅 121.69平米,320,26297元,2018-02-04,高新区
中洲中央城邦 3室2厅 103.22平米,320,31002元,2018-02-09,锦江
万和苑 3室2厅 152.56平米,320,20976元,2018-02-08,青羊
鹭岛国际社区三期 3室2厅 136.32平米,320,23475元,2018-01-24,武侯
时代尊邸 2室2厅 114平米,320,28071元,2017-08-26,锦江
誉峰 4室2厅 181.4平米,320,17641元,2016-07-06,高新区
时代尊邸 4室2厅 213平米,320,15023元,2015-07-31,锦江
成都ICC 3室2厅 156.33平米,320,20470元,2017-02-10,锦江
华置都汇华庭 3室1厅 131平米,320,24428元,2017-07-21,锦江
四海逸家华府 4室2厅 129平米,320,24807元,2017-08-28,锦江
中海名城三期 4室2厅 171.31平米,320,18668元,2017-03-05,高新区
复地雍湖湾 4室2厅 169.47平米,320,18882元,2016-09-05,高新区
置信丽都花园丽府 4室2厅 150.06平米,320,21325元,2017-06-16,武侯
鹭岛国际社区二期 4室2厅 170平米,320,18825元,2016-09-25,武侯
绿地锦天府 3室2厅 199.57平米,320,16034元,2016-11-23,锦江
南城都汇二B期 3室2厅 144平米,320,22223元,2017-07-26,高新区
天合凯旋南城 3室2厅 145.02平米,320,22066元,2017-12-23,高新区
大华情融苑 5室3厅 222.52平米,320,14381元,2017-12-21,武侯
中建桐梓林壹号 3室2厅 128平米,320,25000元,2017-12-28,高新区
中建桐梓林壹号 4室2厅 141.63平米,320,22595元,2017-03-20,高新区
禾嘉花园 4室2厅 239平米,320,13389元,2016-03-01,青羊
光华锦苑 3室2厅 130.71平米,320,24467元,2018-01-24,青羊
御都花园别墅 3室3厅 266平米,320,12030元,2016-04-01,金牛
成都国奥村 4室2厅 189平米,320,16932元,2017-05-11,双流
翡翠城四期 5室2厅 216平米,320,14815元,2015-08-15,锦江
蜀风花园城 3室2厅 172.03平米,320,18602元,2017-04-28,青羊
天韵金沙 4室2厅 187.98平米,320,17024元,2017-05-14,青羊
时代晶科名苑 4室2厅 176.87平米,320,18093元,2017-04-29,高新区
保利郁金香谷 4室2厅 235平米,320,13617元,2015-07-27,新都
龙湖世纪峰景 4室2厅 184.24平米,320,17369元,2017-02-05,高新区
翡翠城五期 4室2厅 77.24平米,320,41430元,2017-05-08,锦江
誉峰 4室2厅 181.13平米,320,17667元,2016-06-30,高新区
万科城市花园 4室2厅 170.85平米,319,18671元,2015-12-20,锦江
新界三期 3室2厅 145.33平米,319,21951元,2017-06-30,武侯
澳龙名城 3室2厅 146.35平米,319,21798元,2017-09-17,锦江
望江橡树林二期 4室2厅 147平米,319,21701元,2017-04-05,锦江
中海金沙府 3室2厅 155.67平米,318,20428元,2016-10-10,青羊
中华家园 3室2厅 142.16平米,318,22370元,2017-10-01,青羊
置信丽都花园丽府 4室2厅 157.92平米,318,20137元,2017-04-11,武侯
柏仕晶舍别墅 5室1厅 204平米,318,15587元,2016-04-01,武侯
蜀郡 5室2厅 303平米,318,10495元,2016-03-01,天府新区
南湖国际社区 4室1厅 186平米,318,17097元,2018-01-20,天府新区
金沙西墅 3室2厅 166.06平米,318,19150元,2017-01-11,青羊
桐梓林欧城 3室2厅 147.86平米,318,21507元,2017-07-13,武侯
卓锦城六期 4室1厅 132.63平米,318,23977元,2018-02-04,锦江
中海兰庭 3室2厅 88.42平米,318,35965元,2018-02-09,高新区
融城理想 3室2厅 137.16平米,318,23185元,2018-02-09,高新区
童子街庭苑 4室2厅 156.56平米,318,20312元,2017-09-22,青羊
保利心语二期 3室2厅 126.44平米,318,25111元,2018-01-08,高新区
信和御龙山 3室2厅 121.26平米,318,26225元,2017-09-01,成华
天誉南庭 3室2厅 107.58平米,318,29560元,2017-09-21,锦江
时代豪庭 2室2厅 106平米,318,30000元,2018-01-02,锦江
中海名城二期 3室2厅 156.1平米,318,20372元,2017-09-21,高新区
仁和春天国际花园 3室2厅 127平米,318,25040元,2017-07-25,高新区
龙湖世纪峰景 3室2厅 128.54平米,318,24740元,2017-12-08,高新区
蜀郡 4室2厅 173.83平米,318,18294元,2017-12-29,天府新区
桂溪苑 3室2厅 155.84平米,317,20341元,2016-11-13,高新区
